ID,price
266325,587922.4
266326,587922.4
266327,587922.4
266328,587922.4
266329,587922.4
266330,1231005.5
266331,587922.4
266332,587922.4
266333,587922.4
266334,587922.4
266335,587922.4
266336,587922.4
266337,587922.4
266338,650649.5
266339,587922.4
266340,587922.4
266341,587922.4
266342,587922.4
266343,587922.4
266344,587922.4
266345,587922.4
266346,587922.4
266347,587922.4
266348,587922.4
266349,587922.4
266350,587922.4
266351,587922.4
266352,587922.4
266353,587922.4
266354,587922.4
266355,587922.4
266356,587922.4
266357,587922.4
266358,587922.4
266359,587922.4
266360,587922.4
266361,587922.4
266362,587922.4
266363,650649.5
266364,587922.4
266365,587922.4
266366,587922.4
266367,587922.4
266368,587922.4
266369,587922.4
266370,587922.4
266371,587922.4
266372,587922.4
266373,587922.4
266374,587922.4
266375,790779.6
266376,587922.4
266377,790779.6
266378,587922.4
266379,587922.4
266380,587922.4
266381,587922.4
266382,587922.4
266383,650649.5
266384,587922.4
266385,587922.4
266386,587922.4
266387,587922.4
266388,650649.5
266389,587922.4
266390,587922.4
266391,587922.4
266392,587922.4
266393,650649.5
266394,587922.4
266395,587922.4
266396,587922.4
266397,587922.4
266398,650649.5
266399,587922.4
266400,587922.4
266401,587922.4
266402,650649.5
266403,650649.5
266404,650649.5
266405,650649.5
266406,587922.4
266407,587922.4
266408,587922.4
266409,587922.4
266410,587922.4
266411,587922.4
266412,587922.4
266413,587922.4
266414,587922.4
266415,587922.4
266416,587922.4
266417,587922.4
266418,587922.4
266419,587922.4
266420,587922.4
266421,650649.5
266422,587922.4
266423,587922.4
266424,587922.4
266425,587922.4
266426,587922.4
266427,587922.4
266428,587922.4
266429,587922.4
266430,587922.4
266431,587922.4
266432,587922.4
266433,587922.4
266434,587922.4
266435,587922.4
266436,587922.4
266437,650649.5
266438,587922.4
266439,587922.4
266440,587922.4
266441,587922.4
266442,587922.4
266443,587922.4
266444,587922.4
266445,587922.4
266446,587922.4
266447,587922.4
266448,587922.4
266449,1231005.5
266450,587922.4
266451,587922.4
266452,587922.4
266453,587922.4
266454,587922.4
266455,587922.4
266456,587922.4
266457,587922.4
266458,587922.4
266459,587922.4
266460,587922.4
266461,587922.4
266462,587922.4
266463,587922.4
266464,587922.4
266465,587922.4
266466,587922.4
266467,587922.4
266468,587922.4
266469,587922.4
266470,587922.4
266471,587922.4
266472,587922.4
266473,587922.4
266474,587922.4
266475,587922.4
266476,587922.4
266477,587922.4
266478,587922.4
266479,587922.4
266480,587922.4
266481,587922.4
266482,587922.4
266483,587922.4
266484,587922.4
266485,587922.4
266486,587922.4
266487,587922.4
266488,587922.4
266489,587922.4
266490,587922.4
266491,587922.4
266492,587922.4
266493,587922.4
266494,587922.4
266495,587922.4
266496,587922.4
266497,587922.4
266498,587922.4
266499,587922.4
266500,587922.4
266501,587922.4
266502,587922.4
266503,587922.4
266504,587922.4
266505,587922.4
266506,587922.4
266507,587922.4
266508,587922.4
266509,587922.4
266510,587922.4
266511,587922.4
266512,587922.4
266513,587922.4
266514,587922.4
266515,587922.4
266516,587922.4
266517,587922.4
266518,587922.4
266519,587922.4
266520,587922.4
266521,587922.4
266522,650649.5
266523,587922.4
266524,587922.4
266525,587922.4
266526,587922.4
266527,587922.4
266528,587922.4
266529,587922.4
266530,587922.4
266531,587922.4
266532,587922.4
266533,587922.4
266534,587922.4
266535,587922.4
266536,587922.4
266537,587922.4
266538,587922.4
266539,587922.4
266540,587922.4
266541,587922.4
266542,587922.4
266543,587922.4
266544,587922.4
266545,587922.4
266546,587922.4
266547,587922.4
266548,587922.4
266549,587922.4
266550,587922.4
266551,587922.4
266552,587922.4
266553,587922.4
266554,587922.4
266555,587922.4
266556,587922.4
266557,587922.4
266558,587922.4
266559,587922.4
266560,587922.4
266561,587922.4
266562,587922.4
266563,587922.4
266564,587922.4
266565,587922.4
266566,587922.4
266567,587922.4
266568,587922.4
266569,587922.4
266570,587922.4
266571,587922.4
266572,587922.4
266573,587922.4
266574,587922.4
266575,587922.4
266576,587922.4
266577,587922.4
266578,587922.4
266579,587922.4
266580,587922.4
266581,587922.4
266582,650649.5
266583,587922.4
266584,587922.4
266585,587922.4
266586,587922.4
266587,587922.4
266588,790779.6
266589,587922.4
266590,790779.6
266591,587922.4
266592,587922.4
266593,790779.6
